513|management of personnel and resources
514|active listening and speaking
515|word processing
516|lubricants
517|engineering
518|fuels
519|human resource management
520|administrative support
521|business administration
522|organizational development
523|accounting
524|spreadsheets
525|scheduling
526|able to integrate into teams as both a leader and follower
527|proficient in microsoft office
528|able to work with deadlines
529|fluent in farsi and afghan dari
530|able to communicate effectively
531|inventory management
532|attention to detail.
533|completely focused on completing tasks.
534|accountable and responsible.
535|team oriented.
536|physical security
537|firearms
538|microsoft project
539|microsoft power point
540|microsoft publisher
541|type 70 words per minute
542|feature articles
543|academic tutoring
544|emt-b
545|microsoft dynamics crm
546|entry
547|word
548|strategic thinking
549|bilingual (tagalog)
550|depot level repair manager
551|hazardous material manager
552|government purchase card holder
553|postal clerk
554|financial assistant specialist
555|electrical technician
556|system administration
557|windows
558|project planning
559|windows server
560|customer support
561|hbss
562|eeye retina
563|q-tip scanner
564|symantec endpoint protection
565|mcafee
566|microsoft exchange
567|gfi languard
568|patch management
569|active directory
570|accountability
571|training & development
572|assisting others
573|english
574|dau - acquistion 101- developmental test pilot- 160th special operations
575|human resource management- special operations
576|recruiting through assessment
577|rotary wing instructor pilot
578|instrument examiner (4000+ hours)
579|computer instructor
580|computer technician
581|basic digital electronics
582|basic electrician
583|heavy equipment rigging specialist
584| extensive knowledge of integrated logistics management
585| in-depth knowledge logistics information systems (lis: sams-1e and pbuse)
586| ability to conduct predictive and trend analysis and interpret collected data
587| working knowledge of budgeting and finance systems
588| ability to adhere with the standards and practices of the organization
589| ability to identify and resolve systemic deficiencies related to organizational
590|readiness
591| outstanding time management and organizational skills
592|hard working
593|adaptable
594|resourceful
595|iso understanding
596|security operations
597|department of defense
598|surgical technologists
599|expert rifleman
600|diver
601|private pilot
602|surveillance
603|strategy
604|quality control
605|subject matter experts
606|dissemination of information
607|correlation analysis
608|operational risk management
609|safety
610|manufacturing
611|reading and interpreting engineering drawings and data
612|creativity
613|computer skills
614|planning processes
615|risk assessment and analysis
616|detail oriented
617|repair
618|technical writing
619|counseling
620|schematics
621|maintenance
622|top secret clearance
623|(physical) access control procedures
624|crime prevention techniques
625|driving
626|maneuvering skills
627|exercise programs
628|fire & hazardous material protection techniques
629|firearm and explosives handling
630|human resources processes
631|investigation techniques
632|loss prevention techniques
633|protective services
634|physical performance test and measurement
635|public
636|media relations
637|safety and occupational health programs
638|security system design
639|computer hardware
640|professionalism
641|information technology
642|computer security
643|carpentry
644|basic computer skills
645|icis and jpas access
646|fraud investigation
647|emergency management planning
648|community engagement
649|security management
650|food service
651|military police
652|research and analysis
653|microsoft office suite (word
654|visio)
655|intelligence community knowledge
656|project manager
657|program manager  
658|responsible for directing and supervising
659|employees 
660|attends and represent company for government projects bids 
661|hold
662|and chairs meeting between employees and stocks holder. 
663|prepare monthly
664|quarterly
665|annually
666|statements. 
667|inspect work progress
668|and making sure it does abide by safety rules
669|and plans.
670|team builder
671|collaborator
672|results oriented
673|training facilitation
674|special operations
675|contingency planning
676|exercises
677|nato
678|reconnaissance
679|counterintelligence
680|critical care nursing
681|healthcare administration
682|clinical informatics
683|performance improvement
684|disease management
685|advanced cardiac life support
686|trauma management
687|air transport
688|hedis
689|microsoft office suites
690|google docs
691|cloud computing
692|salesforce
693|call center sla (service licence agreement)
694|safety and security
695|computers
696|budget and resource management
697|quality control and assurance
698|photoshop
699|html
700|budgets
701|java
702|software documentation
703|environmental sustainabiity management systems
704|emergency response
705|public safety
706|shipping
707|transportation
708|risk analysis
709|iso 14001 implementation and auditing
710|personnel management
711|correspondence editing and formatting
712|correspondence initiation
713|forensic statement analysis
714|resource protection
715|electronic security systems
716|proficient in all areas of microsoft office (access
717|and excel)
718|manage funds
719|construction superintendent
720|customer service representative
721|excell
722|radio communication
723|network administration
724|network security
725|fiber optics
726|electronics repair
727|security+
728|active directory experience
729|lan security
730|maritime radar
731|contracting specialist
732|program manager
733|hazmat operations
734|unit movement officer
735|personal protection
736|firearms instruction
737|personal development
738|personal training
739|construction management
740|landscaping
741|fine woodworking
742|heavy equipment
743|product development
744|food service operations
745|food service sanitation
746|food & beverage
747|food preparation
748|food quality
749|culinary skills
750|culinary management
751|office management
752|comptia security+
753|comptia a+
754|comptia network+
755|mental health counseling
756|crisis intervention
757|motivational interviewing
758|experiential
759|gestalt therapy
760|dialectical behavioral therapy (dbt)
761|child centered play therapy
762|public presenting
763|speaking
764|expressive arts interventions
765|active military secret security clearance
766|cultural and global compentence
767|conflict resolution
768|mentoring and coaching
769|reading and writing competency
770|training and development
771|performance evaluation
772|knowledge in computers
773|conceptual art
774|graphic design
775|creative writing
776|drawing
777|illustrator
778|game design
779|screenwriting
780|baking
781|weather
782|humanitarian assistance
783|surface warfare qualified
784|creative direction
785|divergent thinking
786|flash
787|adobe creative suite
788|animation
789|art
790|concept design
791|network setup
792|network repair
793|system maintenance
794|linux operating system
795|windows operating system
796|lean six sigma - greenbelt
797|comptia security + certified
798|design and delivery of training
799|budget development and execution
800|collaboration
801|recruiting and retention
802|database management
803|lean six sigma green belt
804|acquisition
805|managment
806|marine corps
807|jopes
808|project management  i effectively manage multiple technicians
809|crews and contractors
810|installing telecom and data (lan) networks
811|as well as other low-voltage systems.
812|i will maintain a positive relationship with the customer during installs. order
813|and manage equipment and materials. proficient in solving complex issues on short
814|notice.
815|sales and marketing  ability to seek out
816|communicate and attract potential customers.
817|i will build a trusting relationship with the customer. i have experience with negotiating
818|and closing contracts for small and large projects. attend pre-bid meetings and
819|perform a thorough site survey. i have assisted in the design and distribution of
820|multiple marketing campaigns.
821|installation and repair  installation of low-voltage systems in administrative
822|areas
823|industrial
824|manufacturing plants and new construction. i am experienced
825|in outside plant cabling systems
826|including conduit pathways
827|lightning protection
828|and the termination of multi-pair copper telecommunications cabling as well as multi-mode
829|and single-mode fiber optic cabling. i can successfully read and understand drawings
830|or blueprints. upon the completion of a project i will create as-built drawings
831|for the customer and company records.
832|design  design the installation of telecommunications and data cabling systems
833|and devices. predetermine locations for conduit
834|sleeves
835|cable tray and core boring.
836|read and understand blueprints and specifications. experienced with using excel
837|word and visio software.
838|visual basic
839|relational databases
840|procurement
841|operational test & evaluation
842|server administration
843|workstation administration
844|requirements management
845|information security
846|information security management
847|supervisory skills
848|small boat operations
849|coaching
850|procedure development
851|contracting
852|negotiations
853|performance reviews
854|department budgeting
855|scheduling management
856|inventory control
857|employee training and career counseling
858|safety training
859|communications skills
860|followership
861|trainer
862|mentor
863|financial analysis
864|access
865|resource advisor
866|defense travel system (travel and vouchers)
867|information assurance officer
868|mobile personnel communication
869|type 50 w.p.m.; payroll; accounts payable
870|receivable; general ledger balancing
871|office manager
872|facility security manager (fso)
873|special security representative & media manager
874|executive administrative assistant
875|cdl class b with air brakes
876|aed
877|first aid certified
878|forklift
879|aerial lift certified
880|career counseling
881|policy analysis
882|case managment
883|staff development
884|higher education
885|staffing services
886|interviews
887|nonprofits
888|managed and supervised military personnel
889|military command
890|official mail including
891|registered mail.
892|excellent verbal
893|written
894|and presentation skills.
895|consultative and coaching manager style that lends itself to an open communication
896|style. initiates educational and consulting programs.
897|knowledge using microsoft excel
898|wordperfect
899|microsoft outlook
900|bilingual (spanish)
901|reading and writing.
902|supervised day to day operations in a copy center 
903|distributed work orders
904|hand labeled documents
905|logged in and billed all incoming and completed jobs 
906|quality checked documents
907|analyst technical operations
908|leadership abilities
909|explosive safety
910|trasportation
911|hazordus materials
912|collection and storage of evidence
913|currently possess secret level security clearance
914|sigint
915|acquisitions
916|cross-functional team leadership
917|humint
918|active ts
919|sci clearance
920|contracting officer representative
921|certified program manager
922|program development
923|program evaluation
924|market research
925|software development
926|web development
927|operational law
928|family law
929|government contracts law
930|criminal justice
931|fraud
932|enforcement
933|briefing
934|criminal investigations
935|evidence
936|trials
937|military justice
938|criminal law
939|military affairs
940|licensed under 1044 u.s.c
941|active secret security clearance
942|microsoft office suite 2013
943|requisitioning
944|global combat support systems
945|bilingual: fluent in english and spanish
946|certified instructor
947|analysis and problem resolution
948|continuous process improvement
949|maintenance planning
950|class a cdl holder
951|warehouse work
952|work
953|gas and oilfield work
954|driving various vehicles
955|and manual labor work.
956|language: spanish
957|microsoft proficiency
958|detailed oriented
959|bi-lingual english and spansh
960|secret clearance
961|time managment
962|customer service oreinted
963|filing and archiving data
964|result-driven
965|ability to work autonomously
966|picker
967|packer
968|self motivator
969|trustworthy
970|instruction
971|managing
972|hvac
973|tig welding
974|air conditioning
975|pipefitting
976|central heating
977|refrigeration
978|heat exchangers
979|hvac controls
980|mig welding
981|arc welding
982|electricity
983|gas turbines
984|wind turbines
985|renewable energy
986|energy industry
987|arc flash
988|jpas
989|lenel
990|adminstration
991|personnel selection
992|administrative assistants
993|supply
994|sociology
995|political sociology
996|sociology of culture
997|sociology of religion
998|political science
999|political risk analysis
1000|political philosophy
1001|political consulting
1002|political campaigns
1003|safety management systems
1004|personnel supervision
1005|government contracting
1006|gpc cardholder
1007|anti-terrorism
1008|opsec
1009|22 year experience as a communications specialist 
1010|7 years of experience as
1011|a training nco  
1012|provided training for soldiers during deployment 
1013|conducted
1014|training for iraqi army unit during deployment 
1015|developed a standard operating
1016|procedures for battalion communications 
1017|reviewed and coordinated battalion training
1018|coordinated for soldiers and ncos to attend leadership schools 
1019|evaluation ensuring units were in compliance with standard operating procedures
1020|4 years as battalion equal opportunity representative 
1021|2 years as the battalion
1022|assault response & prevention
1023|experience in customer service and business administration
1024|able to effectively communicate
1025|effective working alone or as a cooperative team member
1026|coordinate daily functions of a business.
1027|experienced in meeting organizational goals
1028|adept at building productive relationships
1029|proficient in microsoft office applications
1030|management techniques
1031|excellent oral and written communication
1032|expert with microsoft office
1033|expert with microsoft excel scripting
1034|knowledgeable with html scripting
1035|knowledgeable with microsoft sharepoint administration
1036|excellent interpersonal communication
1037|finance
1038|audit
1039|aquisitions
1040|sas programming
1041|r programming
1042|proficient with microsoft office suite
1043|social communication
1044|helicopter mechanic
1045|military veteran
1046|effective communicator
1047|quick learner
1048|equipment tracking
1049|cpr & aed certified
1050|excel and word proficient
1051|organization and events scheduling
1052|business intelligence analyst
1053|data analyst
1054|intelligence analyst
1055|firefighting
1056|cbrn
1057|volunteer management
1058|compt a+
1059|autonomous
1060|self-accountable
1061|proven leadership and supervisory skills
1062|adaptable and able to perform under pressure
1063|application of ethical decision making
1064|team oriented
1065|administration and management
1066|mathematics
1067|public safety and security
1068|clerical
1069|education and training
1070|outstanding communication and interpersonal skills
1071|exceptional ability to multitask
1072|adaptable and flexible.  able to manage and lead organizational change.
1073|results driven and solution oriented
1074|proficient in various computer applications and programs
1075|instructional design
1076|adult education
1077|e-learning
1078|career development
1079|curriculum development
1080|aviation
1081|resume writing
1082|curriculum design
1083|distance learning
1084|student affairs
1085|academic advising
1086|qualitative research
1087|academia
1088|human resource development
1089|instructional technology
1090|university teaching
1091|college teaching
1092|student development
1093|educational technology
1094|knowledge management
1095|learning management
1096|instructional writing
1097|biomedical equipment technician
1098|aerospace
1099|aircraft systems
1100|avionics
1101|avionics integration
1102|comsec
1103|electronic warfare
1104|navigation systems
1105|special access programs
1106|environmental management
1107|training and  development
1108|policy implementation
1109|personnel and human service
1110|document management
1111|records management
1112|legalkey
1113|scanners
1114|legal research
1115|fax
1116|adobe acrobat
1117|information management
1118|legal writing
1119|westlaw
1120|lexis
1121|legal assistance
1122|records
1123|bankruptcy
1124|electronic filing
1125|file management
1126|legal documents
1127|database administration
1128|document review
1129|edrms
1130|litigation support
1131|administrative assistance
1132|verbal skills
1133|people person
1134|preparedness
1135|nims
1136|emergency services
1137|incident command
1138|emergency planning
1139|crisis management
1140|critical infrastructure protection
1141|disaster recovery
1142|federal grant management
1143|public administration
1144|grants
1145|emergency
1146|continuity of operations
1147|risk assessment
1148|clinical social work
1149|human resource
1150|associate clerk
1151|finish carpentry
1152|project design
1153|analytical skills
1154|hazard analysis
1155|hazard identification
1156|material handling
1157|explosives detection
1158|explosives safety
1159|sap
1160|leaders
1161|instructor-led training
1162|managing events
1163|healthcare
1164|management consulting
1165|clinical research
1166|community outreach
1167|database  management
1168|machinist
1169|welder
1170|blue print reading
1171|public affairs
1172|facebook
1173|defense acquisition
1174|earned value management
1175|fork lift operator
1176|supply clerk
1177|warehouse supervisor
1178|diacap
1179|vulnerability assessment
1180|configuration management
1181|systems engineering
1182|fisma
1183|nist
1184|c&a
1185|blogging
1186|social networking
1187|entrepreneurship
1188|fashion design
1189|entertainment
1190|social media marketing
1191|web design
1192|press releases
1193|music industry
1194|fashion
1195|online advertising
1196|magazines
1197|video editing
1198|advertising
1199|promotions
1200|fitness training
1201|digital media
1202|wordpress
1203|business development
1204|smaw
1205|gmaw
1206|gtaw
1207|fcaw
1208|oxyfuel cutting
1209|plasma arc cutting and gouging
1210|air carbon arc gouging
1211|network troubleshooter
1212|network provisioner
1213|security clearance (from sims): secret
1214|granted 7
1215|2009 12:00:00
1216|customer satisfaction
1217|hospitals
1218|medicine
1219|retail sales
1220|registered medical assistant
1221|pharmacy technician
1222|nurse
1223|human resources management
1224|i can type 70 wpm.
1225|good at attention to detail.
1226|fast learner.
1227|people person.
1228|superb communication skills
1229|25 years experience in a logistics supervisory position
1230|airlift load planner
1231|inspector
1232|transportation coordinators automated information for movement
1233|commercial drivers license (class a
1234|haz mat
1235|tanker & doubles endorsement)
1236|federal aviation authority senior rigger
1237|power point
1238|business
1239|c41resource management
1240|cdma wireless systems
1241|cabling
1242|computerized telephony integration cti
1243|digital circuitry
1244|electronic circuit design
1245|employee retention
1246|manpower scheduling
1247|performance assesment
1248|radio repair
1249|record organization
1250|research skills
1251|selection testing
1252|telecommunications analysis
1253|it operations
1254|commercial pilot; rotorcraft-helicopter
1255|instrument helicopter
1256|civil affairs
1257|joint military operations
1258|civil-military relations
1259|foreign policy
1260|intelligence community
1261|stability operations
1262|interpersonal skill
1263|middle eastern studies
1264|contract negotiation
1265|contract management
1266|international logistics
1267|humanitarian logistics
1268|inpatient
1269|healthcare information technology
1270|patient safety
1271|out patient therapy
1272|aircraft
1273|maintenance & repair
1274|critical care
1275|cultural awareness
1276|easily adaptable
1277|values based leadership
1278|high degree of initiative
1279|adaptive leadership
1280|self learning
1281|federal communications commission license
1282|radar endorsement license
1283|ability to read blueprints and schematics
1284|soldering skills
1285|emergency medical technician - basic
1286|firefighter i
1287|work center supervisor
1288|assistant command fitness leader
1289|collateral duty inspector
1290|urinalysis observer
1291|reaction force member
1292|x-ray observer
1293|basic damage controlman
1294|armed sentry of the guard
1295|basic computer systems
1296|certified welding instructor
1297|certified by state of wv bridge welder
1298|1989-present food service sargent minnesota army national guard
1299|record management
1300|postal operations
1301|performance management
1302|performance appraisal
1303|hr policies
1304|new hire orientations
1305|benefits administration
1306|employee engagement
1307|workforce planning
1308|job evaluation
1309|eeo
1310|training delivery
1311|grievances
1312|workshop facilitation
1313|fmla
1314|hris
1315|computer software
1316|hardware
1317|complex problem solver
1318|sound judgement and decision making
1319|montioring
1320|machanic
1321|laboratory technician
1322|dod acquisition
1323|budgeting
1324|execution of scientific method and procedure in fieldwork and laboratory settings.
1325|experience and understanding of biochemistry
1326|chemistry
1327|and animal physiology.
1328|understanding and use of scientific terminology relating to biology
1329|and organic chemistry.
1330|works well independently or in a team
1331|can lift 50+ pounds
1332|has the experience to train others
1333|radio equipment
1334|armorer level weapons maintenance
1335|makes things happen
1336|document
1337|record keeping
1338|electronic device
1339|installation
1340|electronic equipment calibration
1341|intergrated electronics systems
1342|logistics support
1343|process analysis and improvement
1344|message processing procedures
1345|office equipment operation
1346|visual informatiom design
1347|highly knowledgable in softwar and computer programs.
1348|proven skills in research and writing methods
1349|proven ability to work with a team or on solo jobs.
1350|strong communicating skills
1351|forklift certified
1352|cnc machinist
1353|osha certified
1354|management support
1355|analyzing data
1356|interpreting regulations
1357|interpersonal communication
1358|tracking correspondence
1359|tracking leave and attendance
1360|personnel specialist
1361|networking
1362|computer literate
1363|testing
1364|multitasking
1365|answer multi phones
1366|coordination
1367|discipline
1368|caregiver
1369|administrative management
1370|data entry and analysis
1371|traffic accident investigations
1372|food service worker
1373|serve safe
1374|protocol specialist
1375|lotus notes
1376|microsoft access
1377|peoplesoft
1378|as400
1379|crm
1380|sales force
1381|client relations
1382|call center
1383|10 key
1384|motor transport operator
1385|rifleman
1386|warehouse chief
1387|remote troubleshooting
1388|call centers
1389|quicken
1390|turbo tax
1391|servers
1392|routers
1393|switches
1394|wireless networking
1395|lan-wan
1396|firewalls
1397|wireless
1398|network architecture
1399|wan
1400|computer forensics
1401|computer network operations
1402|cybercrime
1403|cyber-security
1404|cyber forensics
1405|digital forensics
1406|network forensics
1407|cyber defense
1408|cyberlaw
1409|cyber terrorism
1410|electronics
1411|network design
1412|ethernet
1413|ips
1414|routing
1415|vpn
1416|antivirus
1417|computer repair
1418|cissp
1419|incident response
1420|working knowledge of pc
1421|laptop
1422|and server hardware components (e.g. ram
1423|hard
1424|drives
1425|and nics). category 5
1426|6 and fiber cabling
1427|and peripherals (e.g. scanners
1428|printers
1429|rw cd-roms
1430|etc). knowledge of network printer configurations.
1431|knowledge of tcp
1432|ip protocol and microsoft networking (frequently used command
1433|prompts and network settings on clients).
1434|ability to read
1435|analyze
1436|and interpret complex written material in order to
1437|make justified decisions.
1438|ability to analyze
1439|interpret
1440|and apply rules
1441|regulations
1442|and procedures
1443|in a variety of situations.
1444|exceptional listener and communicator who effectively conveys information verbally
1445|and in writing.
1446|ability to tactfully gain cooperation and understanding from outside parties
1447|regarding the securing of information and explaining of case decisions.
1448|ability to resolve in-depth issues independently and with internal partners
1449|in order to find appropriate resolutions providing a high level of quality.
1450|flexible team-player who enjoys sharing knowledge and encouraging the development
1451|of others to achieve common goals.
1452|ability to determine priorities and manage multiple concurrent projects in an
1453|efficient and professional manner.
1454|5 years of payroll experience
1455|logistics poi development
1456|active dod secret level security clearance
1457|hr inspection programs
1458|hr training
1459|presentations
1460|benefits
1461|compensation
1462|payroll management
1463|budget management
1464|human resource integration systems
1465|staffing
1466|knowledge of microsoft office suite
1467|nationally registered emergency medical technician- basic
1468|certified in cardiopulmonary resusitation (cpr)
1469|helicopters
1470|intercollegiate athletics
1471|working knowledge of microsoft office programs
1472|typing speed: 50wpm
1473|american heart association heartsaver cpr aed certified
1474|ability to life 50 pounds
1475|mission coordinator
1476|senior u
1477|music production
1478|music
1479|recording
1480|songwriting
1481|event management
1482|radio
1483|audio engineering
1484|studio recording
1485|production managment
1486|publicity
1487|concerts
1488|live events
1489|music publishing
1490|online marketing
1491|mastering
1492|singing
1493|record labels
1494|talent booking
1495|music management
1496|festivals
1497|tour management
1498|band
1499|pro tools
1500|a&r
1501|guitarist
1502|logic pro
1503|sound
1504|video
1505|sound design
1506|mentoring
1507|military liaison
1508|military decision making process
1509|windows desktop support
